,0,1
6829,nascency avianize of change overflight,0
6830,ortolan yellowhammer in circuit group entente of attainment,0
6831,offspring,1
6832,the grotto,1
6833,counterexample determination diligence conscientiousness,0
6834,melba of greenville,0
6835,prime receiver,1
6836,the serpent,1
6837,unfenced of unenclosed,0
6838,rust,1
6839,the peppercorn tree,1
6840,down at the dino wash deluxe,1
6841,into the abyss,1
6842,contemporaneity of agreement,0
6843,a working of stars,1
6844,bump,1
6845,virginian at venncombe,1
6846,ridgeline ledge of at beam interrogate,0
6847,williamstown acetaldehyde to at,0
6848,exterminated angel,1
6849,mongrel doggerel,1
6850,datsunland,1
6851,lost innocents,1
6852,vanishing point,1
6853,all the plagues of hell,1
6854,amputation disability flump hypoesthesia descend run,0
6855,clumping like to of among of,0
6856,the collected novels and stories of guy de maupassant,1
6857,the newspaperman,1
6858,mendelian to refractory,0
6859,the trouble with weasels,1
6860,congeal solidify about,0
6861,choirmaster orchestrator organizer,0
6862,joyously leader foresightfulness,0
6863,death by sheer torture,1
6864,the yellowstone conundrum,1
6865,unintelligibly assign evaluate for reassess,0
6866,an american fugue,1
6867,big goof and little goof,1
6868,letter from poitou,1
6869,ferdydurke,1
6870,the highland witch,1
6871,the inheritance of being,1
6872,hurried attack over,0
6873,wesleyanism congruity harmony to,0
6874,turnabout,1
6875,unifilar to of,0
6876,tales of the long bow,1
6877,an amateur corpse,1
6878,abecedarius censure interdict poltroon coward,0
6879,composition quarter divide,0
6880,plagioclastic necklet award,0
6881,the trail of the lotto,1
6882,reformist instillator centrifuge from,0
6883,tales of the road,1
6884,superstitiously natrolite of for zeolite mineral dialectician to jingoist,0
6885,the adventurer,1
6886,xxxi after optimistic,0
6887,detecting chime cubic large,0
6888,drowsiness at hyoid,0
6889,nozzle of push to,0
6890,going coastal,1
6891,dreary unreverberant insensitive unreactive of unconscious,0
6892,sexual misconduct,1
6893,libido cider beverage,0
6894,onion part in attempt for,0
6895,hearts in atlantis,1
6896,three tales from shakespeare,1
6897,yenta for report irregularity intermittence on of,0
6898,women,1
6899,fermentation dishonor smitten,0
6900,ghostly colloquies,1
6901,abolitionist militant aggressive,0
6902,dard dapper to nonclassical,0
6903,caffein plant building,0
6904,submission obedience since in of after effect tropidoclonion,0
6905,military orgy,1
6906,anathem,1
6907,ectoderm putty filler,0
6908,presidio fortress hyphenation writing,0
6909,convergence out unlearn,0
6910,selected stories of ernest thompson seton,1
6911,kleptomania imitate craze fashion ready nonsteroidal,0
6912,discontinuance disinheritance dismount termination murder lepidoptery,0
6913,besides of but for egomania at crack decompose by separate,0
6914,devolution,1
6915,broncho in mustang to pony,0
6916,electric pikachu boogaloo,1
6917,have his carcase,1
6918,baldpate pass attempt gamble,0
6919,the crossing,1
6920,rites of passage,1
6921,custodial to preservative spice before,0
6922,ten little babies,1
6923,the wounded buzzard on christmas eve,1
6924,the romance of antar,1
6925,aldo peanut butter,1
6926,emotional geology,1
6927,ammoniated cognition of challenge,0
6928,euronithopoda at sesquipedalian for agent mouthpiece,0
6929,the disastrous little dragon,1
6930,amphisbaena,1
6931,disappointing circus,1
6932,leftovers,1
6933,math science toenail,0
6934,grappling sumo between struggle resistance challenge boycott,0
6935,hoodmould drip supply,0
6936,operational unimaginative uncreative,0
6937,brogan disguise to,0
6938,echo of the boom,1
6939,the wishing trees,1
6940,pisonia of fish,0
6941,the meaning of anxiety,1
6942,noisiness storminess interlude hurt die,0
6943,scanning examine of to,0
6944,the mystery of the several sevens,1
6945,escapologist in in,0
6946,visconti of crooked,0
6947,interview with the vampire,1
6948,the entire original maupassant short stories,1
6949,down the aisle,1
6950,sneezeweed grinner borage,0
6951,seeded discomposure crumhorn property conceptualization,0
6952,fabian,1
6953,arboriculture farming etherise terzetto,0
6954,nappy hair,1
6955,baronet on aristocrat from,0
6956,boeotia poetry epos to,0
6957,miscellaneous stories for children,1
6958,frying the flag,1
6959,escaping revolution,1
6960,coral for isopod hand without,0
6961,unlocated upset worry,0
6962,jellylike liston trichobezoar to,0
6963,agonizing sharp cutting,0
6964,scolopax among oscilloscope radar,0
6965,restatement mythologization cannibalism with forgery,0
6966,daughters of sin box set,1
6967,rota sound for,0
6968,aesthesis to perception,0
6969,powerhouse,1
6970,a cure for the daltons,1
6971,a witchdance in bavaria,1
6972,the key to the indian,1
6973,everyman his own university,1
6974,shifting plains,1
6975,yellowlegs to ruff,0
6976,the dragon dreamer,1
6977,inspirit stimulate unseductive of,0
6978,unvented out airless unaerated out unventilated,0
6979,counting,1
6980,affixial structure delegate,0
6981,sex in a sidecar,1
6982,the servitude of love,1
6983,house of assassins,1
6984,unspotted soja to,0
6985,deliveryman milkman mailman iceman sandstorm,0
6986,tapered to frap,0
6987,foxily attalea powwow louse pestilence,0
6988,the friends,1
6989,the new york stories of elizabeth hardwick,1
6990,the enchanting evil,1
6991,masseur,1
6992,cat in an ultramarine scheme,1
6993,sigmoidoscope to endoscope colonoscope,0
6994,daniel deronda,1
6995,vesicles,1
6996,wild life,1
6997,noonday jung pause of like,0
6998,spokeshave watery handstitched,0
6999,cagey diet for,0
7000,gynura for prankishness naughtiness disobedience contempt misopedia dislike rehabilitate,0
7001,immovable objects,1
7002,luddite colorless change cure salk,0
7003,gromwell herb scuffer,0
7004,prisoner of zenda,1
7005,supersymmetry anosmia disability,0
7006,armageddon sky,1
7007,the new fiction,1
7008,elinvar out obliged,0
7009,memorialise remind harridan complain of,0
7010,ensiform plain obvious,0
7011,the portable woollcott,1
7012,pork hog for porker in of to propagative proteinuria symptom,0
7013,pyrocephalus enrol trademark bookmark on expanse plane,0
7014,the black crusade,1
7015,the story of peter and the wolf,1
7016,tempt the stars,1
7017,tenth grade angst,1
7018,tenaciousness determination resolution,0
7019,depopulate against about against specialist orthoptist criminologist orientalist,0
7020,fireman fred,1
7021,parole removal out,0
7022,polygamy and law in contemporary saudi arabia,1
7023,boffin boy set two,1
7024,bragi curcuma marriage ritual habit,0
7025,cisterna sac book enumerate of list pose to,0
7026,zirconium baddeleyite into semiprivate personal at,0
7027,the deadly derringer,1
7028,the recommend,1
7029,belonging,1
7030,cyborg to around perspective of impromptu passage movement,0
7031,the honorary member,1
7032,the godforsaken,1
7033,midterm trouble jitteriness refuse,0
7034,the smuggler,1
7035,turning tricks,1
7036,minutes to point hoist anemometry,0
7037,nancy makes her mark,1
7038,sacerdotalism intuition insight light,0
7039,livelihood resource support validation probate,0
7040,degustation smidgeon tasting,0
7041,tito,1
7042,canopied dandify dress arrange groom,0
7043,the trouble with sexy,1
7044,head full of mountains,1
7045,disgracefulness lop up scandalousness reformation from,0
7046,seriously but in creditable,0
7047,monkey matters,1
7048,female truck driver,1
7049,the chrome suite,1
7050,rainwater legacy,1
7051,the lifter,1
7052,the sword of mali mani,1
7053,a dovetale press adaptation of a christmas carol by charles dickens,1
7054,transparency clearness of,0
7055,useless bay,1
7056,asylum,1
7057,colonize annex append distrain,0
7058,race against time,1
7059,yellowknife study by,0
7060,mischievous on playful eichmann but,0
7061,privy binaural stereophonic,0
7062,decrease abridge in,0
7063,hopei to demandingly,0
7064,utter cupidity,1
7065,sammy keyes and the curse of moustache mary,1
7066,the unfortunate fursey,1
7067,elysian fields,1
7068,conversations with stalin,1
7069,nutshell housing of on of referenced caparison,0
7070,storming heaven,1
7071,the charioteer,1
7072,the tetherball,1
7073,scree prescript through with,0
7074,moony negligent lax,0
7075,the rig,1
7076,undetected,1
7077,the autobiography of a married woman,1
7078,el nuncio,1
7079,the best bad things,1
7080,microsporangium tetrasporangium megasporangium to glottal,0
7081,defoliation excuser taraktagenos toucher in to person forcible,0
7082,overcall for lariat from plead lactase disaccharidase,0
7083,escarp fortification castle with,0
7084,drowndead,1
7085,carillonneur musician singer device,0
7086,bugleweed midwinter herb sage in,0
7087,the roswell legacy,1
7088,maximian endoscopy of,0
7089,insensitive dull quiescent,0
7090,the price of valour,1
7091,grocer greatheart,1
7092,the hidden hollow,1
7093,driven,1
7094,a popular schoolgirl,1
7095,mastalgia somesthesia suction,0
7096,magic mayhem,1
7097,sir kyle and lady madeline,1
7098,kuhn hallucinate in,0
7099,the killing hour,1
7100,opacify but to,0
7101,goby mudskipper abamp fettle down mastiff,0
7102,the best of edmond hamilton,1
7103,rhyacotriton regulate zone moment point familiarize of,0
7104,laicize to introvert mimesis hairdressing,0
7105,nostalgia,1
7106,the tales of the late ivan petrovich belkin,1
7107,alaskan renegade,1
7108,dicamptodontidae with shearer,0
7109,late for school,1
7110,tetragonurus condition of,0
7111,physicalism homer to venezuelan,0
7112,factions,1
7113,beautiful bumpkin,1
7114,fluid to by,0
7115,paducah covenant chemical paternal,0
7116,waste up clothing between guarantee,0
7117,balaenopteridae about like exclaim smolensk matrix play discharge estimate,0
7118,dindymene on barbarian dollarfish of,0
7119,discourtesy around message,0
7120,the golden mean,1
7121,fanaloka viverrine fossa stoner,0
7122,saved with keep,0
7123,the lady by his side,1
7124,the eduadorian deception,1
7125,the tau ceti diversion,1
7126,mascara makeup innocuous harmless,0
7127,we are gathered,1
7128,orchiectomy pneumonectomy in laryngectomy orchidectomy,0
7129,undeclared unconfessed unacknowledged people to to,0
7130,pinite boneless mineral inorganic of maenad,0
7131,enviably buffeting hit on,0
7132,agapanthus dissolute television,0
7133,hike,1
7134,a yankee flier over berlin,1
7135,tyrant,1
7136,escrow in decoration award,0
7137,mislay medico off,0
7138,coronate until invest of,0
7139,heartwood,1
7140,the the virtuous viscount,1
7141,falling through the world,1
7142,haematuria illumination light act on on,0
7143,ennead for to digit of of peacenik adult of,0
7144,night hunter,1
7145,anteater on the stairs,1
7146,invariably control commonwealth request questioning pedigreed,0
7147,the magic telescope,1
7148,my grandparents live in an rv,1
7149,inkling,1
7150,fascista right to algorithmic,0
7151,geometer trigonometrician mathematician scientist,0
7152,mutual desire,1
7153,adopter sputum encamp gable cave,0
7154,the executioner,1
7155,a camel boy,1
7156,an improper affair,1
7157,abrader hammerlock since curl in,0
7158,the way we live now,1
7159,insignia,1
7160,taipan elapid garment,0
7161,reevaluate measure quasiparticle quantity amount on purse hate,0
7162,she and the dubious three,1
7163,snot above to to mucus,0
7164,middy and ensign,1
7165,homeostatically at bedizen gloat,0
7166,snarer for finder under in perceiver motile,0
7167,a wind river romance,1
7168,the gift,1
7169,fate of a prisoner and other stories,1
7170,contrabass schilling disjoint,0
7171,the seed,1
7172,positioning stratification placement erythrocytolysin,0
7173,tearfulness for phenicia in,0
7174,the temperament of thomasina,1
7175,inductive motivative to,0
7176,allergy and immunology secrets,1
7177,sanctus reach,1
7178,the floor of the sky,1
7179,cross fire,1
7180,the guinea pigs,1
7181,stag aldose ketose ketohexose narrow monosaccharide,0
7182,authoritarian for foresight,0
7183,arianna kelt and the renegades of time,1
7184,the book of gold leaves,1
7185,myoma leiomyoma degust rhabdomyoma peking skimpy,0
7186,lignum evaluate reject impoverish oligarchic,0
7187,how to lasso a cowboy,1
7188,solemn,1
7189,butt roach chelicerous,0
7190,silent witness,1
7191,psephology criminology penology sociology of,0
7192,purely business,1
7193,hydrophilic omelette to deliquescent,0
7194,the silent screams from myanmar,1
7195,into the dark forest,1
7196,no regrets,1
7197,taking pictures,1
7198,weewee in parachutist,0
7199,indisputable proof,1
7200,kentucky sunrise,1
7201,towboat steer park fasten sacculated on implant take to,0
7202,radiant,1
7203,the seventh message,1
7204,microwave cooking,1
7205,the neglected mountain,1
7206,hearken to the evidence,1
7207,kinetochore structure restructure,0
7208,nelson,1
7209,kingdom of the wicked,1
7210,revolutionist abnormal to exceptional extraordinary unaccustomed of with of,0
7211,ceaseless,1
7212,substitution of genseric on,0
7213,the wedding,1
7214,hyaloplasm to to cytoplasm centrosome sarcomere separate fao,0
7215,the swindler and other stories,1
7216,luxembourg,1
7217,accentor for pokeweed cydippea,0
7218,cosec byblos for blot concentrate,0
7219,left at georgetown,1
7220,the same sea,1
